orig_airport,dest_airport,total_passengers
PHL,CAK,15922
DTW,LIT,15889
AZA,MSO,15876
PVD,MSP,15862
EWR,XNA,15843
XNA,LAX,15830
CMI,DTW,15806
XNA,STL,15779
LGA,GSP,15749
SBA,PDX,15708
SMF,ABQ,15675
TUS,SMF,15671
MCO,BMI,15671
ABQ,SAT,15638
CLT,GPT,15636
ABE,CVG,15615
BLI,RNO,15555
MDT,DFW,15551
LAS,GTF,15551
BFL,SFO,15539
PHL,BHM,15534
JAC,ATL,15531
PHL,EWR,15521
MSN,ATL,15466
IAH,AVL,15460
GSO,MIA,15417
BHM,PHL,15410
XNA,EWR,15377
GTF,LAS,15374
SMF,TUS,15351
BFL,LAX,15348
EWR,OKC,15344
LAS,LRD,15319
MSP,XNA,15306
LRD,LAS,15304
CLE,FWA,15300
SLC,YUM,15290
EUG,LAX,15285
MHT,MSP,15282
RNO,BLI,15268
RDU,JAX,15263
RDU,CMH,15251
YUM,SLC,15247
AUS,MCI,15244
JAX,RDU,15187
ANC,DTW,15186
DFW,MDT,15171
MSP,ROC,15159
LGA,XNA,15149
SPI,STL,15147
LAX,XNA,15109
MTJ,IAH,15047
SBN,LAS,15045
AVL,IAH,15034
DTW,CMI,15024
LGA,TYS,14973
SYR,BOS,14968
SLC,SLE,14939
CLE,AVP,14936
MIA,GSO,14929
EWR,ABQ,14927
RIC,MIA,14922
RAP,LAS,14869
FLL,CAE,14843
MEM,MSN,14834
SLE,SLC,14834
BOS,SYR,14812
LAS,SBN,14799
RAP,ORD,14795
BTM,BZN,14791
GRB,LAS,14768
BIL,AZA,14757
PIT,MYR,14729
ABQ,AUS,14715
LAS,GRB,14713
CAK,CVG,14693
STL,XNA,14659
GSP,LGA,14655
AVP,CLE,14638
CAE,FLL,14621
AUS,ABQ,14620
IAH,MTJ,14616
LIT,DTW,14593
MIA,RIC,14571
LAS,RAP,14541
FLL,CMH,14529
SBN,MSP,14522
MSP,FNT,14518
CLE,GSP,14511
DLH,LAS,14510
HSV,MCO,14506
ALB,MSP,14483
MSN,MEM,14479
OKC,EWR,14471
FNT,MSP,14467
PIT,IND,14455
AZA,BIL,14452
MYR,PIT,14435
RAP,AZA,14434
MCO,HSV,14408
IND,PIT,14401
ATL,CID,14392
CMH,FLL,14369
CVG,ANC,14353
LAS,RST,14350
ATY,MSP,14333
MSP,ATY,14319
SAT,MSY,14282
SFO,TUS,14261
EYW,MCO,14245
LAS,DLH,14228
RST,LAS,14182
TUS,SFO,14141
AZA,RAP,14133
HSV,ORD,14098
GJT,LAS,14080
ROC,MSP,14075
ABQ,SMF,14074
ORD,HSV,14061
GSP,CLE,14056
MCI,AUS,14054
MTJ,DFW,14039
ACV,SLC,14029
MSY,SAT,13883
MIA,MDW,13879
LAS,OGG,13870
SFO,BFL,13864
LAS,GJT,13819
CLE,TYS,13769
EWR,MDW,13753
TYS,LGA,13749
CWA,MKE,13721
MDW,MIA,13716
RST,DTW,13710
XNA,LGA,13668
DFW,MTJ,13633
ANC,CVG,13583
SLC,ACV,13528
CLE,MSY,13519
LAS,RDM,13510
IND,JFK,13488
DFW,EVV,13485
SFO,COS,13465
COS,SFO,13462
IAH,MGM,13451
CLE,OKC,13448
TYS,CLE,13443
TUL,EWR,13402
MCO,EYW,13382
IDA,LAS,13372
ABQ,EWR,13331
OGG,LAS,13330
STL,SPI,13308
CID,SFB,13301
CVG,CAK,13290
PBG,SFB,13252
SMF,COS,13244
MSP,SBN,13209
CRW,DCA,13206
STS,LAS,13148
JAX,CLE,13130
EWR,TUL,13120
COS,SMF,13104
MSP,GSO,13084
LAS,IDA,13081
CMH,RDU,13065
FWA,SFB,13031
GSO,CLE,13027
DCA,CRW,13014
RDM,LAS,12989
TYS,MSP,12974
SAT,ABQ,12969
SLC,BFL,12964
CHA,DFW,12908
PHX,MFR,12886
DTW,CHO,12876
CID,ATL,12869
JFK,TUS,12862
SAV,MIA,12853
SFB,FWA,12850
SFB,CID,12836
SAN,MKE,12780
LGA,DSM,12771
HLN,MSP,12737
MGM,IAH,12735
AZO,MSP,12712
CHO,DTW,12704
PWM,CLE,12668
SEA,BTM,12647
MSP,TYS,12640
MKE,CWA,12639
MFR,PHX,12634
DFW,CMI,12632
SAN,OMA,12594
MKE,SAN,12561
GSO,MSP,12532
SFB,PBG,12528
LAS,STS,12517
DSM,LGA,12509
FSD,SFB,12505
GRR,MCO,12475
JFK,BGR,12455
DTW,RST,12443
MSP,HLN,12435
CLE,GSO,12417
TUS,IAD,12398
CLE,JAX,12355
SFB,FSD,12337
MSP,AVL,12326
MCO,GRR,12301
BFL,SLC,12296
DTW,LNK,12284
IAH,BDL,12230
SMF,OGG,12187
DTW,APN,12177
EVV,DFW,12175
APN,DTW,12172
OMA,SAN,12166
MEM,PIB,12121
CVG,SCE,12063
LGA,CHO,12014
TUS,JFK,12010
CMI,DFW,11996
DFW,CHA,11991
CHO,LGA,11988
BIL,PDX,11964
MDW,EWR,11918
PDX,BIL,11909
MIA,SAV,11896
IDA,MSP,11873
BDL,IAH,11872
SAN,MEM,11837
MSN,DCA,11801
IAH,CHA,11777
CHA,IAH,11775
CLE,SAV,11734
OGG,SMF,11727
MEM,RIC,11722
DTW,XNA,11713
SJC,SBA,11692
MDT,BOS,11690
SCE,CVG,11671
PIB,MEM,11655
CLM,BFI,11654
JFK,IND,11643
LNK,DTW,11616
XNA,DTW,11607
YKM,SLC,11598
MEM,SAN,11514
CLE,PWM,11427
DCA,DSM,11345
ROA,LGA,11340
YNG,SFB,11313
SFB,YNG,11307
SBA,SJC,11306
BOS,MDT,11225
CLE,SAN,11196
SAN,CLE,11188
DSM,DCA,11141
OAK,ATL,11135
LGA,ROA,11084
BLI,SFO,11073
SLC,YKM,11065
AVL,MSP,11040
LGA,GRR,11022
LIT,EWR,11006
ROC,FLL,11003
JAC,MSP,11001
BFI,CLM,10931
EWR,LIT,10916
DTW,SGF,10882
EWR,MSN,10874
MSP,IDA,10871
AZA,RFD,10844
SFO,CEC,10829
RFD,AZA,10819
MOD,LAX,10807
ATL,OAK,10779
SFO,BLI,10742
SLC,SBP,10685
SAN,OKC,10667
EWR,LEX,10666
SMF,CLT,10587
PIA,AZA,10580
MCN,ATL,10579
RIC,MEM,10563
DFW,ROC,10561
PNS,FLL,10533
AZA,PIA,10506
DCA,MSN,10505
MSP,JAC,10469
ICT,DTW,10438
SAV,CLE,10423
BLI,SAN,10413
IAD,TUS,10400
OKC,SAN,10386
SYR,DFW,10382
CEC,SFO,10377
DRO,SLC,10364
LAS,FNT,10361
TUL,CLE,10357
DFW,SYR,10342
FLL,PNS,10325
CLT,EYW,10302
CVG,CHO,10296
TLH,MCO,10294
LGA,ALB,10285
GRR,LGA,10279
LAX,MOD,10244
LWS,PUW,10242
LEX,EWR,10191
MGW,IAD,10161
SLC,DRO,10144
SGF,MSP,10118
CHA,FLL,10110
PIT,RIC,9995
SAN,BLI,9994
MKG,MKE,9929
ORD,PNS,9929
SAT,CLE,9924
FNT,LAS,9910
SGU,LAX,9897
LAX,SGU,9891
HNL,SNA,9890
CHO,CVG,9889
ROC,DFW,9874
FLL,ABE,9874
ALB,LGA,9870
DTW,ICT,9857
SBP,SLC,9857
MSP,AZO,9856
MYR,PHL,9849
SNA,HNL,9822
IAH,SJT,9797
SLC,FAI,9782
FLL,ROC,9746
CMH,GSO,9715
AOO,IAD,9702
SFB,PIA,9692
FLL,CHA,9683
ABI,IAH,9663
PIR,ATY,9662
ATY,PIR,9645
SHV,SFB,9645
CPR,MSP,9626
IAH,ABI,9613
SFB,SHV,9601
ATL,MCN,9598
GSO,CMH,9594
ABE,FLL,9593
PNS,ORD,9503
MQT,ORD,9501
SJT,IAH,9500
DTW,SHV,9470
ORD,MQT,9465
JAN,DCA,9409
SGF,DTW,9404
PHL,MYR,9399
BHM,CLE,9397
CLE,SAT,9384
MSN,EWR,9363
MCO,TYS,9340
RDU,SAT,9249
LAS,LNK,9244
CLE,TUL,9243
PIA,SFB,9175
MCI,MHK,9142
MSP,CPR,9090
MCO,TLH,9061
DFW,FNT,9059
MSP,MQT,9052
LIT,MSP,9048
LIT,CLE,9034
LNK,LAS,9028
ATL,BZN,9021
SMF,OKC,9021
EYW,CLT,9020
LEX,LGA,9006
CLE,LIT,8967
SAT,RDU,8966
SEA,IND,8963
MHK,MCI,8934
PFN,CLT,8930
TYS,MCO,8927
MDT,PIT,8915
IAD,BHM,8898
MCI,PIT,8893
TUS,MCI,8876
PIT,MDT,8841
SAN,TUL,8811
SAT,TUS,8802
IND,SAT,8784
MCI,TUS,8769
ISN,DIK,8757
CLT,PFN,8737
CMH,MCI,8730
CLT,SMF,8728
DIK,ISN,8686
TUS,SAT,8664
MSP,LIT,8644
TUL,SAN,8627
TUS,AUS,8624
OGG,SNA,8594
IPL,LAX,8555
BHM,IAD,8554
MCI,CMH,8548
LAX,IPL,8544
SBA,SAN,8524
PVD,PIT,8522
MCI,JAX,8518
CLE,BHM,8502
SAT,SMF,8477
IND,SEA,8430
MSP,SGF,8428
GRB,CLE,8421
GSO,FLL,8383
MKE,MKG,8380
VCT,IAH,8364
MCI,MSN,8360
FNT,DFW,8348
AUS,IND,8301
RIC,PIT,8259
SMF,SAT,8247
EYW,PBI,8234
FLL,GSO,8221
SAN,SBA,8209
ILM,SFB,8204
IAH,VCT,8201
BGR,LGA,8188
ACV,SMF,8187
DCA,CHA,8175
JAX,MCI,8170
OKC,SMF,8154
LGA,BGR,8130
LGA,LEX,8129
CLE,GRB,8111
PIT,PVD,8088
SAT,IND,8064
IND,AUS,8049
LAX,FLG,8038
LAX,DSM,8021
PBI,EYW,8020
SMF,TUL,7983
PBI,MSP,7950
SFB,ILM,7930
OAK,ITO,7898
ACY,PIT,7889
COU,MEM,7885
SHV,DTW,7855
MEM,COU,7846
MSP,PBI,7835
TUL,SMF,7827
DCA,JAN,7824
BZN,ATL,7795
HSV,SFB,7779
IAD,LIT,7761
CLE,CRW,7741
LAS,ROC,7734
SEA,HLN,7692
FAI,SLC,7677
FWA,MSP,7671
SFB,HSV,7664
SNA,OGG,7648
PDX,PDT,7644
CRW,CLE,7606
TPA,MCO,7599
FLG,LAX,7599
CHA,DCA,7592
JAN,ORD,7589
IAD,MGW,7574
ROC,LAS,7536
ODW,BFI,7533
MDT,EWR,7531
IAD,SHD,7511
CKB,IAD,7507
IAD,AOO,7504
LAX,CMH,7460
SGF,STL,7437
SHD,IAD,7421
MSN,MCI,7405
PIT,ACY,7396
ABQ,TUL,7394
ITO,OAK,7394
AUS,TUS,7318
CDC,SLC,7295
BOS,BNA,7279
LCK,MYR,7272
JAX,AUS,7264
ORD,JAN,7210
CMH,LAX,7207
EWR,AVP,7169
SLC,CDC,7163
MOB,ORD,7162
MYR,LCK,7150
SLC,BNA,7118
BOS,CHS,7116
DSM,LAX,7113
ORD,MOB,7105
SMF,ACV,7097
LIT,IAD,7084
ABQ,OKC,7043
STL,SGF,7034
SCK,AZA,7010
AVP,EWR,6980
MYR,CVG,6977
PIT,MCI,6967
MTJ,SLC,6938
RNO,GEG,6913
AZA,SCK,6911
LAS,PBI,6910
ORD,BTR,6901
JST,IAD,6900
SEA,LWS,6893
CHS,BOS,6870
TUS,OMA,6837
GEG,RNO,6828
EWR,PHL,6820
RNO,SNA,6800
SNA,RNO,6798
SGF,CVG,6786
PBI,LAS,6775
CVG,MYR,6774
OKC,ABQ,6769
BTR,ORD,6760
TUL,ABQ,6757
SLC,MTJ,6742
GRB,AZA,6716
MIA,MCI,6708
ITH,EWR,6700
BNA,SLC,6687
AZA,FWA,6672
GPT,ORD,6624
ICT,SFB,6601
GRR,DCA,6600
LGA,FNT,6539
CRW,PHL,6507
FWA,AZA,6501
CVG,BTV,6448
AUS,JAX,6438
MCO,TPA,6429
DFW,BUF,6424
RNO,TUS,6422
CLE,LEX,6415
DCA,GRR,6383
LKE,LKE,6378
PBI,FLL,6353
AZA,GRB,6347
TUS,RNO,6326
OMA,TUS,6326
MQT,MSP,6322
PBG,MYR,6321
SFB,ICT,6276
BZN,IDA,6254
PDT,PDX,6206
SMF,BFL,6162
BDL,CMH,6158
RDM,EUG,6157
BFL,SMF,6154
BNA,BOS,6116
GLH,MEM,6115
IDA,BZN,6108
CVG,SGF,6078
DCA,LEX,6072
CVG,ILM,6050
CMH,BDL,6047
PBI,IAD,6035
MYR,MCO,6033
SHV,ORD,6031
ORD,GPT,5999
MSP,FWA,5999
ABE,EWR,5992
IAD,PBI,5974
EWR,MDT,5963
CHS,CLE,5941
MCO,MYR,5938
HLN,BIL,5918
OMA,MCI,5917
ILM,CVG,5908
EWR,ITH,5898
FOD,MCW,5889
BTV,CVG,5880
ORD,MSO,5848
MYR,PBG,5822
FNT,LGA,5791
ROC,BDL,5745
SOW,PHX,5705
ORD,FCA,5705
RFD,ORD,5703
LEX,DCA,5684
MEM,GLH,5676
PHL,CRW,5670
ATL,FSD,5655
CLE,CHS,5653
MCW,FOD,5636
PBI,TLH,5633
LEX,CLE,5627
TLH,PBI,5618
ACY,CLE,5616
MSO,ORD,5615
BOS,RKD,5600
JAX,MCO,5597
BUF,DFW,5566
COS,CVG,5559
GPT,CMH,5553
BDL,ROC,5553
ORD,SHV,5521
CLE,ACY,5512
RKD,BOS,5509
LAS,ATW,5505
BIL,ORD,5501
FCA,ORD,5461
MCO,PFN,5454
CMH,GPT,5452
ORD,BIL,5435
ORD,OAK,5400
SAV,BOS,5374
GSO,PGD,5372
DBQ,MSP,5335
ATW,LAS,5330
ACY,GSO,5318
GSO,ACY,5308
PHX,SOW,5287
MSP,DBQ,5232
IAD,PKB,5204
BOS,SAV,5199
MEM,COS,5189
DSM,CLE,5182
PRC,LAX,5178
PGD,GSO,5177
IAD,JST,5174
PKB,IAD,5165
ICT,LAX,5160
ALB,FLL,5136
OAK,ORD,5133
MCI,MIA,5123
EUG,RDM,5093
CMH,OAK,5082
LAX,TUL,5080
SAN,CMH,5052
SCE,ATL,5051
FSD,ATL,5037
CMH,SAN,5030
PFN,MCO,5016
MDT,MCO,5013
CVG,BGR,5005
BIL,HLN,4994
CVG,TVC,4977
CLE,TOL,4969
OAK,CMH,4955
COS,MCI,4938
LAX,ICT,4925
BFI,ODW,4894
JLN,MCI,4878
TVC,CVG,4867
CLE,DSM,4865
FLL,MIA,4862
SFO,LMT,4862
CMH,RIC,4856
MCO,GSO,4853
MCI,COS,4841
RUT,BOS,4831
RIC,CMH,4830
IAD,CKB,4803
MCI,JLN,4798
SLC,BLI,4791
CVG,COS,4791
BOS,RUT,4766
MSP,MSP,4760
LAS,BMI,4751
YNG,ACY,4747
RFD,FLL,4740
TUL,LAX,4732
ATL,SCE,4724
PWM,MSP,4716
FLL,FWA,4675
TOL,CLE,4668
FLL,RFD,4667
MCO,MDT,4653
MSP,PWM,4640
DAY,LAS,4619
DCA,SAV,4612
BMI,LAS,4598
GRI,LAS,4570
GSO,MCO,4567
LAS,SBP,4559
CVG,JAN,4553
SMF,SJC,4547
FWA,FLL,4546
BTR,DCA,4535
LAX,PRC,4511
SBP,LAS,4511
ATL,ACY,4506
FLL,PIA,4495
SAN,BFL,4495
COS,MEM,4490
PIT,SYR,4480
FLL,ALB,4451
STL,TBN,4450
CAK,LAS,4438
ACY,YNG,4438
SJC,SMF,4432
EUG,MFR,4418
MIA,FLL,4413
IND,EVV,4390
ACY,ATL,4388
JAN,CVG,4383
BFL,SAN,4376
TOL,ATL,4367
ELP,SLC,4361
LAS,DAY,4351
LMT,SFO,4335
BLI,SLC,4328
CMH,CHA,4316
LAS,GRI,4299
EVV,IND,4290
MFR,EUG,4257
GRB,ATL,4247
BGR,CVG,4239
IDA,SEA,4238
PIA,FLL,4226
MQT,MKE,4219
EWR,JAN,4211
LEX,MCO,4207
BFD,IAD,4185
PBI,MIA,4182
SLC,ELP,4174
ATL,TOL,4168
RDU,BHM,4144
TUS,GEG,4117
GEG,TUS,4111
SAV,DCA,4110
SYR,PIT,4102
FLL,HSV,4078
HSV,FLL,4064
JAN,EWR,4063
LAS,CAK,4045
CHA,CMH,4040
MDT,LGA,4037
MYR,ORD,4031
DCA,XNA,4020
HLN,GTF,3991
ATL,GRB,3990
BHM,RDU,3976
RKS,SLC,3976
MCO,LEX,3970
OAK,SFO,3947
MCO,CAE,3870
MKE,MQT,3825
TBN,STL,3824
LGA,SLC,3824
RDU,ACY,3800
CPR,ORD,3797
BOS,PBG,3789
ESC,DTW,3765
SLC,RKS,3743
BZN,GTF,3734
DCA,BTR,3730
GTF,BZN,3727
PBG,BOS,3707
SLC,LGA,3695
DCA,MYR,3647
LAS,BFL,3644
GFK,LAS,3637
EWN,PHL,3633
LIT,MCO,3595
BDL,BOS,3582
BKW,IAD,3542
SPI,IAD,3536
JHW,IAD,3536
BOS,GSO,3455
XNA,DCA,3450
CLT,ACY,3449
BOS,ALB,3445
ANC,OGG,3429
PDX,BFI,3414
ROC,BUF,3406
MCO,GSP,3399
ORD,MYR,3394
ORD,CPR,3343
GSO,GPT,3342
ACY,CLT,3332
MCI,OMA,3316
BOS,AUG,3314
XNA,MIA,3301
GSO,BOS,3297
MCO,LIT,3294
YUM,IPL,3293
BFI,PDX,3277
ACY,LGA,3253
LAS,GFK,3249
AUG,BOS,3245
SFB,ISO,3235
FCA,ATL,3234
ATL,FCA,3230
MYR,DCA,3226
SBN,IND,3225
IND,SBN,3210
CPR,LAS,3207
GSP,MCO,3187
GPT,GSO,3186
CAE,MCO,3170
BOS,ACY,3152
CID,LGA,3150
AVL,MCO,3145
BUF,ROC,3134
AUS,OKC,3131
MCO,CHS,3129
IPL,YUM,3110
ACY,BOS,3096
MCO,AVL,3079
ACY,RDU,3073
OKC,AUS,3064
ISO,SFB,3053
DTW,ESC,3040
ABE,LGA,3037
ALB,BOS,3031
PHL,EWN,3030
BZN,LAS,3025
LAS,FWA,3024
BIS,AZA,3016
LAS,CPR,3015
EUG,AZA,2973
SAT,OKC,2970
AZA,EUG,2963
BTV,MSP,2957
OKC,SAT,2955
LGA,CID,2939
ATL,MTJ,2938
FAR,SLC,2932
MCI,COU,2911
RIC,DCA,2908
IAD,SPI,2879
BDL,LGA,2876
SAT,AUS,2846
LAS,BZN,2841
IAD,BKW,2838
AZA,BIS,2833
BFL,LAS,2820
CHS,MCO,2789
COU,MCI,2780
IAD,BFD,2754
SLC,GCC,2740
SGF,AZA,2739
MTJ,ATL,2738
OGG,ANC,2733
FWA,LAS,2730
AVP,MCO,2729
MCO,AVP,2727
AZA,SGF,2710
CNM,ABQ,2705
BDL,BUF,2699
SLC,FAR,2677
JMS,MSP,2652
FLG,PRC,2643
ABQ,CNM,2641
TUL,AUS,2630
PRC,PHX,2613
SVC,ABQ,2607
MIA,GNV,2601
BUF,ACY,2552
GSO,RDU,2549
FCA,GTF,2549
ISN,GCC,2547
AZA,RDM,2538
MSP,JMS,2533
ABQ,SVC,2526
PVD,ACY,2523
GTF,AZA,2522
ACY,BUF,2511
MWA,STL,2503
MKE,ESC,2478
DFW,BMI,2465
BZN,BTM,2453
GCC,SLC,2453
AZA,GTF,2447
MCI,HYS,2441
GCC,ISN,2437
LAX,SYR,2419
LAS,FCA,2411
CVN,ABQ,2411
FCA,LAS,2401
ABQ,CVN,2400
GNV,MIA,2384
RDM,AZA,2376
LAS,TYS,2375
PHX,PRC,2370
MCI,LIT,2367
BUF,BDL,2365
MSP,IMT,2364
PIR,HON,2359
TSS,EWR,2345
HYS,MCI,2344
STL,MWA,2341
IMT,ESC,2337
ORD,MTJ,2327
BWI,IAD,2325
HON,PIR,2316
JFK,LGA,2297
MSP,BTV,2297
BMI,DFW,2291
SLN,MCI,2257
PHL,ABQ,2251
MEM,BDL,2240
ACY,PVD,2225
EWR,JFK,2221
EFD,IAH,2210
GBD,MCI,2210
TSS,JFK,2204
HOU,IAH,2194
MCI,GBD,2184
JFK,MCI,2184
SFB,LEX,2177
ESC,IMT,2169
DFW,HOT,2156
AZA,MFR,2151
ACY,ALB,2131
MIA,XNA,2126
RDG,MCO,2125
MCO,RDG,2120
MFR,AZA,2119
HOT,DFW,2108
LIT,MCI,2076
ACY,SYR,2063
UIN,STL,2061
LEX,SFB,2060
ISO,RDU,2058
GTF,FCA,2055
TYS,LAS,2050
CAK,ACY,2028
MHK,SLN,2018
RNO,ICT,2015
ACY,CAK,2009
PRC,FLG,2009
IAD,JHW,2006
ESC,MKE,1973
SYR,ACY,1962
ALB,BUF,1958
DTW,ACY,1957
MTJ,ORD,1937
MKG,FNT,1930
BFI,SAN,1913
BDL,MEM,1906
BZN,DTW,1887
TUL,SAT,1886
SJC,SFO,1867
LGA,MDT,1856
STL,UIN,1855
FNT,MKG,1854
AUS,TUL,1849
FLL,OAK,1843
IMT,MKE,1840
GRB,MQT,1833
ELP,TUS,1831
SAN,PIT,1820
MCI,BRL,1817
SAT,TUL,1778
BRL,MCI,1769
EWR,MTJ,1763
SFB,SFB,1746
AUS,SAT,1743
MCI,SLN,1729
MTJ,EWR,1728
HOT,HRO,1727
ACY,DTW,1725
CEC,ACV,1724
GCK,MCI,1710
TUS,ELP,1705
AHN,CLT,1698
DTW,BZN,1696
BOS,BDL,1687
CPS,RIC,1686
BUF,ALB,1683
RIC,CPS,1681
APF,TPA,1680
HRO,HOT,1679
TYS,ACY,1675
CLT,AHN,1671
HGR,SFB,1670
ATW,SFB,1665
ACY,TYS,1661
KTN,WFB,1659
FAY,ACY,1656
ALB,ACY,1649
FAR,SFB,1644
MCO,JAX,1632
SFB,HGR,1616
ACY,ISO,1600
MCI,GCK,1596
OAK,FLL,1589
MQT,GRB,1577
DRO,DAL,1564
MSY,LCK,1564
PIT,CMH,1560
IAD,DCA,1556
LCK,MSY,1555
ELD,DFW,1550
TPA,APF,1550
YUM,LAS,1548
AZA,ELP,1544
DFW,ELD,1543
LAS,YUM,1539
DTW,CHA,1538
SLN,MHK,1537
JAC,CVG,1528
MHT,BOS,1524
RDU,XNA,1524
ACY,MHT,1505
CMH,MSY,1501
CVG,JAC,1494
DAL,DRO,1485
ELM,SFB,1478
MSY,CMH,1478
SAV,JAX,1474
PBI,MCO,1467
SLC,MKE,1456
SFB,FAR,1449
FMN,PHX,1445
PFN,CVG,1440
GRI,OMA,1436
IAD,OMA,1436
ACY,FAY,1424
OMA,GRI,1424
IAH,IAH,1419
SNA,LAX,1414
ANC,ANC,1411
MCO,SAN,1404
CVG,PFN,1399
SFB,ATW,1395
IMT,MSP,1393
CRW,MYR,1388
MYR,CRW,1387
XNA,RDU,1373
OMA,IAD,1373
PHX,FMN,1366
CVG,CVG,1352
GCK,LBL,1351
DDC,LBL,1349
ACV,CEC,1335
WFB,KTN,1313
MSP,SAV,1302
EWR,TSS,1297
AGS,ACY,1287
SFB,ELM,1282
JRB,EWR,1280
SFO,BZN,1278
LAX,CMI,1277
LAS,LAS,1273
PVD,BOS,1270
RNO,LNK,1259
MCE,LAS,1252
MCI,TBN,1249
SAV,MSP,1239
IAD,BWI,1233
MCO,PBI,1230
ORH,SFB,1229
FMN,SOW,1226
MCO,LNS,1219
ELD,JBR,1217
JFK,EWR,1216
ORH,PGD,1216
LNS,MCO,1214
LGA,SHV,1188
MSP,CHS,1184
MSY,IND,1184
ACY,PHL,1183
JBR,ELD,1178
GRI,MCI,1169
ACY,AGS,1166
GNV,TPA,1163
ACY,RIC,1157
SOW,FMN,1157
CHS,MSP,1153
BTR,MSY,1153
BFI,ELP,1148
CLE,JHW,1148
VIS,MCE,1144
LAS,VIS,1139
GTF,ORD,1126
BRD,JMS,1126
OKC,RIV,1121
MKE,IMT,1120
PDT,ALW,1118
IAD,COS,1108
MSP,MYR,1106
BZN,SFO,1106
PHX,DAL,1099
HSV,LGA,1094
SUX,FSD,1094
SEA,IDA,1087
CHA,DTW,1081
CMH,PIT,1080
OMA,MCO,1077
MSY,HNL,1077
BWI,DCA,1077
ERI,ACY,1077
CLT,MDW,1076
LGA,JFK,1075
SMF,RNO,1070
CID,TPA,1069
LAX,OMA,1068
SEA,PDT,1061
DAY,ACY,1060
ACY,DAY,1056
TVC,LGA,1055
RIV,OKC,1050
RDU,LAX,1048
AHN,ATL,1043
BNA,IND,1042
SLN,DDC,1041
MYR,MSP,1041
JAX,ACY,1035
ACY,JAX,1034
LGA,HSV,1033
DEC,STL,1031
STL,DEC,1024
ORD,GTF,1014
ORD,GJT,1013
PWM,ACY,1012
MCO,OKC,1008
LAX,RDU,1004
MCO,OMA,1003
RDU,ISO,1001
ALB,BDL,1000
ACY,PWM,999
JRB,JFK,998
EWR,LGA,987
PDX,AUS,983
JAN,LIT,983
JMS,BRD,980
RFD,RIV,980
MDT,LAX,980
IND,MSY,979
TBN,MCI,978
ROC,ACY,976
LGA,TVC,975
ACY,ROC,974
LAS,ACY,973
MSP,GJT,968
BDL,ALB,963
OMA,DSM,959
SLC,LIT,958
MCI,GRI,956
DDC,GCK,949
ISO,ACY,949
SAN,MCO,945
PGD,ORH,937
GBD,DDC,935
SFB,ORH,929
LAX,JAC,928
ILM,RDU,925
TOL,PGD,921
LAX,SNA,905
HOB,ABQ,896
LAS,MCE,893
AGS,LGA,892
RNO,SAT,891
OAK,SMF,884
GRK,RFD,883
AZO,PGD,881
PHX,MDT,877
RFD,FOE,873
JFK,TSS,864
CYS,RKS,863
AUS,RNO,862
SEA,OKC,861
TPA,MSN,860
AZO,SFB,849
TPA,GNV,845
GRR,ACY,844
MCI,HRO,843
SLC,TYS,843
AFW,DFW,842
SAN,IND,840
MHT,ACY,835
CAE,ACY,832
HRO,MCI,831
ABQ,HOB,830
LGA,AGS,830
ACY,CAE,827
MEM,HOU,825
MSY,OAK,825
ABE,PGD,825
RNO,AUS,823
PVD,BDL,822
IRK,STL,822
DDC,MCI,822
SFO,SYR,820
DDC,GBD,820
OKC,MCO,814
ACY,LAS,807
SFB,PIT,801
ACY,ROA,800
MDW,CLT,799
MCO,AGS,797
HOB,CNM,796
LAX,MTJ,796
ROA,ACY,794
DCA,SHV,789
CMH,ACY,789
PGD,TOL,783
ELP,TPA,781
ACY,CMH,779
JHW,CLE,776
SFO,RFD,772
IAD,IAD,771
LAS,HSV,770
JAC,LAX,769
IND,TUS,767
ATL,AHN,764
RDU,GSP,752
CHS,CAE,745
IND,BNA,743
FLL,PBI,741
CHS,SAV,739
SFO,RIC,732
LAX,LAX,732
TUL,MCO,729
JFK,OKC,729
SLC,HOU,728
MCE,VIS,728
SLC,HSV,724
ACY,GRR,724
ILM,FAY,723
RIV,RFD,722
LIT,SLC,721
BRL,STL,720
JAN,BHM,718
MTJ,LAX,708
ALB,ART,707
LAX,GJT,705
PHX,AMA,701
CLE,BFD,701
LAN,HOU,698
CRW,RFD,697
CAK,FLL,695
PIT,ABE,694
MWH,FBK,693
RDD,MWH,693
TUL,OKC,693
DCA,LIT,692
CNM,HOB,688
BFL,MEM,688
SLC,SBN,685
SHV,RNO,684
DDC,SLN,683
PGD,AZO,683
TUS,ICT,681
RFD,CRW,680
RNO,OKC,680
PGD,ABE,679
STL,BRL,679
RNO,SHV,677
HOU,LAN,676
MCO,MSN,674
PIT,SFB,668
DAL,CRP,668
GUP,PHX,667
MCO,DAL,666
RIC,RDU,666
MSN,MCO,664
PHL,AGS,661
ABQ,RDD,660
TOL,ACY,657
IAD,TUL,656
AGS,PHL,656
SEA,SAT,655
OAK,STL,653
RFD,TCM,652
BFF,LBF,649
HSV,BHM,647
PDX,ELP,643
LAX,ALB,642
BWI,GSO,638
CRW,ACY,638
RDU,GSO,636
CVG,ACY,636
SLC,LSE,634
PIT,ELP,632
GPT,HOU,632
DFW,DFW,631
ACY,CRW,631
FAT,RNO,626
SLC,CWA,626
CMH,CMH,623
MSY,RIC,623
ACY,GSP,623
RNO,LBB,618
EWR,JRB,618
HYS,GBD,617
