orig_airport,dest_airport,orig_city,dest_city,total_passengers
CHS,MYR,"Charleston, SC","Myrtle Beach, SC",141
BHM,MYR,"Birmingham, AL","Myrtle Beach, SC",34
MHT,MYR,"Manchester, NH","Myrtle Beach, SC",160
PIT,MYR,"Pittsburgh, PA","Myrtle Beach, SC",14729
MCO,MYR,"Orlando, FL","Myrtle Beach, SC",5938
CAE,MYR,"Columbia, SC","Myrtle Beach, SC",484
TTN,MYR,"Trenton, NJ","Myrtle Beach, SC",6
LCK,MYR,"Columbus, OH","Myrtle Beach, SC",7272
GPT,MYR,"Gulfport, MS","Myrtle Beach, SC",444
PBG,MYR,"Plattsburgh, NY","Myrtle Beach, SC",6321
MSP,MYR,"Minneapolis, MN","Myrtle Beach, SC",1106
PGD,MYR,"Punta Gorda, FL","Myrtle Beach, SC",121
GRR,MYR,"Grand Rapids, MI","Myrtle Beach, SC",32
DCA,MYR,"Washington, DC","Myrtle Beach, SC",3647
IAD,MYR,"Washington, DC","Myrtle Beach, SC",18974
ILM,MYR,"Wilmington, NC","Myrtle Beach, SC",40
TCL,MYR,"Tuscaloosa, AL","Myrtle Beach, SC",35
ORD,MYR,"Chicago, IL","Myrtle Beach, SC",3394
DTW,MYR,"Detroit, MI","Myrtle Beach, SC",50216
MDW,MYR,"Chicago, IL","Myrtle Beach, SC",39
ATL,MYR,"Atlanta, GA","Myrtle Beach, SC",86512
EWR,MYR,"Newark, NJ","Myrtle Beach, SC",39166
BOS,MYR,"Boston, MA","Myrtle Beach, SC",65724
MIA,MYR,"Miami, FL","Myrtle Beach, SC",269
BFF,LBF,"Scottsbluff, NE","North Platte, NE",649
EAR,LBF,"Kearney, NE","North Platte, NE",284
CYS,LBF,"Cheyenne, WY","North Platte, NE",11
HYS,LBF,"Hays, KS","North Platte, NE",6
PIR,LBF,"Pierre, SD","North Platte, NE",10
BDL,PHL,"Hartford, CT","Philadelphia, PA",154092
CMH,PHL,"Columbus, OH","Philadelphia, PA",186077
GGG,PHL,"Longview, TX","Philadelphia, PA",65
EWN,PHL,"New Bern, NC","Philadelphia, PA",3633
GPT,PHL,"Gulfport, MS","Philadelphia, PA",214
LAL,PHL,"Lakeland, FL","Philadelphia, PA",88
PHX,PHL,"Phoenix, AZ","Philadelphia, PA",384547
RDU,PHL,"Raleigh, NC","Philadelphia, PA",341344
SEA,PHL,"Seattle, WA","Philadelphia, PA",112372
CAE,PHL,"Columbia, SC","Philadelphia, PA",28348
ROA,PHL,"Roanoke, VA","Philadelphia, PA",19234
PHX,PNE,"Phoenix, AZ","Philadelphia, PA",4
COU,PHL,"Columbia, MO","Philadelphia, PA",27
MEM,PHL,"Memphis, TN","Philadelphia, PA",55727
MCO,PHL,"Orlando, FL","Philadelphia, PA",808633
IAH,PHL,"Houston, TX","Philadelphia, PA",295715
HOU,PHL,"Houston, TX","Philadelphia, PA",59838
SFB,PHL,"Orlando, FL","Philadelphia, PA",164
OAK,PHL,"Oakland, CA","Philadelphia, PA",38
LAN,PHL,"Lansing, MI","Philadelphia, PA",75
CLT,PHL,"Charlotte, NC","Philadelphia, PA",378719
BWI,PHL,"Baltimore, MD","Philadelphia, PA",139847
CLE,PHL,"Cleveland, OH","Philadelphia, PA",148805
AVL,PHL,"Asheville, NC","Philadelphia, PA",33
TYS,PHL,"Knoxville, TN","Philadelphia, PA",18632
PWM,PHL,"Portland, ME","Philadelphia, PA",87742
RIC,PHL,"Richmond, VA","Philadelphia, PA",94357
SAV,PHL,"Savannah, GA","Philadelphia, PA",21343
PDX,PHL,"Portland, OR","Philadelphia, PA",47511
ABE,PHL,"Allentown, PA","Philadelphia, PA",46094
LGA,PHL,"New York, NY","Philadelphia, PA",90216
SYR,PHL,"Syracuse, NY","Philadelphia, PA",111428
AVP,PHL,"Scranton, PA","Philadelphia, PA",66812
JFK,PHL,"New York, NY","Philadelphia, PA",25201
SJC,PHL,"San Jose, CA","Philadelphia, PA",83
DTW,PHL,"Detroit, MI","Philadelphia, PA",349582
ORD,PHL,"Chicago, IL","Philadelphia, PA",711182
MDW,PHL,"Chicago, IL","Philadelphia, PA",222720
MDW,PNE,"Chicago, IL","Philadelphia, PA",2
PWK,PHL,"Chicago, IL","Philadelphia, PA",1
ATL,PHL,"Atlanta, GA","Philadelphia, PA",822772
BUF,PHL,"Buffalo, NY","Philadelphia, PA",120661
AGS,PHL,"Augusta, GA","Philadelphia, PA",656
DCA,PHL,"Washington, DC","Philadelphia, PA",120030
SBN,PHL,"South Bend, IN","Philadelphia, PA",143
MCI,PHL,"Kansas City, MO","Philadelphia, PA",68114
MKC,PHL,"Kansas City, MO","Philadelphia, PA",70
IAD,PHL,"Washington, DC","Philadelphia, PA",59856
LIT,PHL,"Little Rock, AR","Philadelphia, PA",99
SMF,PHL,"Sacramento, CA","Philadelphia, PA",23529
ILM,PHL,"Wilmington, NC","Philadelphia, PA",52538
MSY,PHL,"New Orleans, LA","Philadelphia, PA",90222
LAX,PHL,"Los Angeles, CA","Philadelphia, PA",318456
SAT,PHL,"San Antonio, TX","Philadelphia, PA",27794
MSP,PHL,"Minneapolis, MN","Philadelphia, PA",270009
IND,PHL,"Indianapolis, IN","Philadelphia, PA",121252
FAY,PHL,"Fayetteville, NC","Philadelphia, PA",79
SLC,PHL,"Salt Lake City, UT","Philadelphia, PA",106441
PBI,PHL,"West Palm Beach, FL","Philadelphia, PA",208448
FLL,PHL,"Fort Lauderdale, FL","Philadelphia, PA",376421
CHO,PHL,"Charlottesville, VA","Philadelphia, PA",16984
JAX,PHL,"Jacksonville, FL","Philadelphia, PA",158226
SFO,PHL,"San Francisco, CA","Philadelphia, PA",306054
PHL,PHL,"Philadelphia, PA","Philadelphia, PA",526
MYR,PHL,"Myrtle Beach, SC","Philadelphia, PA",9849
OKC,PHL,"Oklahoma City, OK","Philadelphia, PA",40
OAJ,PHL,"Jacksonville, NC","Philadelphia, PA",107
ACY,PHL,"Atlantic City, NJ","Philadelphia, PA",1183
SCE,PHL,"State College, PA","Philadelphia, PA",57723
IPT,PHL,"Williamsport, PA","Philadelphia, PA",23624
BOS,PHL,"Boston, MA","Philadelphia, PA",380370
DFW,PHL,"Dallas, TX","Philadelphia, PA",431240
ELM,PHL,"Elmira, NY","Philadelphia, PA",57375
DAY,PHL,"Dayton, OH","Philadelphia, PA",55541
ITH,PHL,"Ithaca, NY","Philadelphia, PA",49548
DAL,PHL,"Dallas, TX","Philadelphia, PA",1
MIA,PHL,"Miami, FL","Philadelphia, PA",269097
ALB,PHL,"Albany, NY","Philadelphia, PA",101636
TPA,PHL,"Tampa, FL","Philadelphia, PA",391544
AUS,PHL,"Austin, TX","Philadelphia, PA",29763
ERI,PHL,"Erie, PA","Philadelphia, PA",32565
BGR,PHL,"Bangor, ME","Philadelphia, PA",40636
CAK,PHL,"Akron, OH","Philadelphia, PA",17020
OMA,PHL,"Omaha, NE","Philadelphia, PA",29
TOL,PHL,"Toledo, OH","Philadelphia, PA",71
EWR,PHL,"Newark, NJ","Philadelphia, PA",6820
LAS,PHL,"Las Vegas, NV","Philadelphia, PA",405418
BNA,PHL,"Nashville, TN","Philadelphia, PA",153698
ROC,PHL,"Rochester, NY","Philadelphia, PA",73823
MKE,PHL,"Milwaukee, WI","Philadelphia, PA",95132
SAN,PHL,"San Diego, CA","Philadelphia, PA",115319
SBY,PHL,"Salisbury, MD","Philadelphia, PA",36866
HVN,PHL,"New Haven, CT","Philadelphia, PA",33863
LEX,PHL,"Lexington, KY","Philadelphia, PA",85
SNA,PHL,"Santa Ana, CA","Philadelphia, PA",60
LSV,PHL,"Las Vegas, NV","Philadelphia, PA",36
PIT,PHL,"Pittsburgh, PA","Philadelphia, PA",399925
PVD,PHL,"Providence, RI","Philadelphia, PA",335396
CHS,PHL,"Charleston, SC","Philadelphia, PA",53593
MHT,PHL,"Manchester, NH","Philadelphia, PA",315062
CVG,PHL,"Cincinnati, OH","Philadelphia, PA",123921
GSP,PHL,"Greenville, SC","Philadelphia, PA",29933
BGM,PHL,"Binghamton, NY","Philadelphia, PA",52870
STL,PHL,"St. Louis, MO","Philadelphia, PA",174730
GSO,PHL,"Greensboro, NC","Philadelphia, PA",79587
BHM,PHL,"Birmingham, AL","Philadelphia, PA",15410
MDT,PHL,"Harrisburg, PA","Philadelphia, PA",71046
BTV,PHL,"Burlington, VT","Philadelphia, PA",88260
CRW,PHL,"Charleston, WV","Philadelphia, PA",6507
LKE,CLM,"Seattle, WA","Port Angeles, WA",72
BFI,CLM,"Seattle, WA","Port Angeles, WA",10931
ODW,CLM,"Oak Harbor, WA","Port Angeles, WA",544
SLN,POU,"Salina, KS","Poughkeepsie, NY",2
WGO,POU,"Winchester, VA","Poughkeepsie, NY",1
RIW,RKS,"Riverton, WY","Rock Springs, WY",53
SLC,RKS,"Salt Lake City, UT","Rock Springs, WY",3743
CYS,RKS,"Cheyenne, WY","Rock Springs, WY",863
GCC,RKS,"Gillette, WY","Rock Springs, WY",338
LAR,RKS,"Laramie, WY","Rock Springs, WY",13
CPR,RKS,"Casper, WY","Rock Springs, WY",8
VEL,RKS,"Vernal, UT","Rock Springs, WY",36
PHL,IPT,"Philadelphia, PA","Williamsport, PA",22626
STL,IPT,"St. Louis, MO","Williamsport, PA",46
ERI,IPT,"Erie, PA","Williamsport, PA",65
BDL,IPT,"Hartford, CT","Williamsport, PA",2
TLH,IPT,"Tallahassee, FL","Williamsport, PA",36
CLT,ACY,"Charlotte, NC","Atlantic City, NJ",3449
BWI,ACY,"Baltimore, MD","Atlantic City, NJ",328
CLE,ACY,"Cleveland, OH","Atlantic City, NJ",5512
TYS,ACY,"Knoxville, TN","Atlantic City, NJ",1675
JST,ACY,"Johnstown, PA","Atlantic City, NJ",89
SYR,ACY,"Syracuse, NY","Atlantic City, NJ",1962
RIC,ACY,"Richmond, VA","Atlantic City, NJ",192
PWM,ACY,"Portland, ME","Atlantic City, NJ",1012
LGA,ACY,"New York, NY","Atlantic City, NJ",113
YNG,ACY,"Youngstown, OH","Atlantic City, NJ",4747
SBN,ACY,"South Bend, IN","Atlantic City, NJ",88
CHA,ACY,"Chattanooga, TN","Atlantic City, NJ",137
MCI,ACY,"Kansas City, MO","Atlantic City, NJ",78
ILM,ACY,"Wilmington, NC","Atlantic City, NJ",216
FAY,ACY,"Fayetteville, NC","Atlantic City, NJ",1656
GRR,ACY,"Grand Rapids, MI","Atlantic City, NJ",844
MSY,ACY,"New Orleans, LA","Atlantic City, NJ",356
MSP,ACY,"Minneapolis, MN","Atlantic City, NJ",236
PIT,ACY,"Pittsburgh, PA","Atlantic City, NJ",7396
PVD,ACY,"Providence, RI","Atlantic City, NJ",2523
MKE,ACY,"Milwaukee, WI","Atlantic City, NJ",278
ROC,ACY,"Rochester, NY","Atlantic City, NJ",976
LAS,ACY,"Las Vegas, NV","Atlantic City, NJ",973
LEX,ACY,"Lexington, KY","Atlantic City, NJ",8
BNA,ACY,"Nashville, TN","Atlantic City, NJ",325
PNS,ACY,"Pensacola, FL","Atlantic City, NJ",58
GSO,ACY,"Greensboro, NC","Atlantic City, NJ",5308
CHS,ACY,"Charleston, SC","Atlantic City, NJ",474
MHT,ACY,"Manchester, NH","Atlantic City, NJ",835
STL,ACY,"St. Louis, MO","Atlantic City, NJ",525
CRW,ACY,"Charleston, WV","Atlantic City, NJ",638
CVG,ACY,"Cincinnati, OH","Atlantic City, NJ",636
GSP,ACY,"Greenville, SC","Atlantic City, NJ",613
PGV,ACY,"Greenville, NC","Atlantic City, NJ",491
BHM,ACY,"Birmingham, AL","Atlantic City, NJ",200
ORH,ACY,"Worcester, MA","Atlantic City, NJ",325
FWA,ACY,"Fort Wayne, IN","Atlantic City, NJ",114
FLL,ACY,"Fort Lauderdale, FL","Atlantic City, NJ",126803
PBI,ACY,"West Palm Beach, FL","Atlantic City, NJ",18825
JAX,ACY,"Jacksonville, FL","Atlantic City, NJ",1035
MYR,ACY,"Myrtle Beach, SC","Atlantic City, NJ",70717
IND,ACY,"Indianapolis, IN","Atlantic City, NJ",299
ACY,ACY,"Atlantic City, NJ","Atlantic City, NJ",84
ORD,ACY,"Chicago, IL","Atlantic City, NJ",601
DTW,ACY,"Detroit, MI","Atlantic City, NJ",1957
MDW,ACY,"Chicago, IL","Atlantic City, NJ",279
BUF,ACY,"Buffalo, NY","Atlantic City, NJ",2552
ATL,ACY,"Atlanta, GA","Atlantic City, NJ",4506
AGS,ACY,"Augusta, GA","Atlantic City, NJ",1287
FTY,ACY,"Atlanta, GA","Atlantic City, NJ",1
TPA,ACY,"Tampa, FL","Atlantic City, NJ",48672
ERI,ACY,"Erie, PA","Atlantic City, NJ",1077
ALB,ACY,"Albany, NY","Atlantic City, NJ",1649
CAK,ACY,"Akron, OH","Atlantic City, NJ",2028
GYY,ACY,"Gary, IN","Atlantic City, NJ",312
OMA,ACY,"Omaha, NE","Atlantic City, NJ",118
DAY,ACY,"Dayton, OH","Atlantic City, NJ",1060
BOS,ACY,"Boston, MA","Atlantic City, NJ",3152
DFW,ACY,"Dallas, TX","Atlantic City, NJ",127
MOB,ACY,"Mobile, AL","Atlantic City, NJ",83
TOL,ACY,"Toledo, OH","Atlantic City, NJ",657
MCO,ACY,"Orlando, FL","Atlantic City, NJ",129097
SFB,ACY,"Orlando, FL","Atlantic City, NJ",468
ISO,ACY,"Kinston, NC","Atlantic City, NJ",949
IAH,ACY,"Houston, TX","Atlantic City, NJ",186
MEM,ACY,"Memphis, TN","Atlantic City, NJ",289
CMH,ACY,"Columbus, OH","Atlantic City, NJ",789
RDU,ACY,"Raleigh, NC","Atlantic City, NJ",3800
CAE,ACY,"Columbia, SC","Atlantic City, NJ",832
ROA,ACY,"Roanoke, VA","Atlantic City, NJ",794
MIA,BWG,"Miami, FL","Bowling Green, KY",144
TPA,BWG,"Tampa, FL","Bowling Green, KY",41
FLL,BWG,"Fort Lauderdale, FL","Bowling Green, KY",134
CVG,BWG,"Cincinnati, OH","Bowling Green, KY",49
SJC,BWG,"San Jose, CA","Bowling Green, KY",84
ACV,CEC,"Eureka, CA","Crescent City, CA",1335
RDD,CEC,"Redding, CA","Crescent City, CA",1
SFO,CEC,"San Francisco, CA","Crescent City, CA",10829
SMF,CEC,"Sacramento, CA","Crescent City, CA",7
MSP,IMT,"Minneapolis, MN","Iron Mountain, MI",2364
DTW,IMT,"Detroit, MI","Iron Mountain, MI",48
MKE,IMT,"Milwaukee, WI","Iron Mountain, MI",1120
ESC,IMT,"Escanaba, MI","Iron Mountain, MI",2169
MFR,LMT,"Medford, OR","Klamath Falls, OR",41
RDD,LMT,"Redding, CA","Klamath Falls, OR",15
SFO,LMT,"San Francisco, CA","Klamath Falls, OR",4862
PDX,LMT,"Portland, OR","Klamath Falls, OR",21915
RNO,LMT,"Reno, NV","Klamath Falls, OR",36
LSV,MUO,"Las Vegas, NV","Mountain Home, ID",66
GRK,MUO,"Killeen, TX","Mountain Home, ID",60
ATL,OKC,"Atlanta, GA","Oklahoma City, OK",110945
BUF,OKC,"Buffalo, NY","Oklahoma City, OK",56
IAH,OKC,"Houston, TX","Oklahoma City, OK",160854
HOU,OKC,"Houston, TX","Oklahoma City, OK",114127
ORD,OKC,"Chicago, IL","Oklahoma City, OK",117429
DTW,OKC,"Detroit, MI","Oklahoma City, OK",33681
YIP,OKC,"Detroit, MI","Oklahoma City, OK",222
ELP,OKC,"El Paso, TX","Oklahoma City, OK",126
MDW,OKC,"Chicago, IL","Oklahoma City, OK",79
BIF,OKC,"El Paso, TX","Oklahoma City, OK",502
MSY,OKC,"New Orleans, LA","Oklahoma City, OK",411
LAX,OKC,"Los Angeles, CA","Oklahoma City, OK",25428
FSD,OKC,"Sioux Falls, SD","Oklahoma City, OK",466
MSP,OKC,"Minneapolis, MN","Oklahoma City, OK",32562
SGF,OKC,"Springfield, MO","Oklahoma City, OK",7
SAT,OKC,"San Antonio, TX","Oklahoma City, OK",2970
PAM,OKC,"Panama City, FL","Oklahoma City, OK",103
MCI,OKC,"Kansas City, MO","Oklahoma City, OK",93996
ABQ,OKC,"Albuquerque, NM","Oklahoma City, OK",7043
IAD,OKC,"Washington, DC","Oklahoma City, OK",17128
SBN,OKC,"South Bend, IN","Oklahoma City, OK",73
SMF,OKC,"Sacramento, CA","Oklahoma City, OK",9021
SHV,OKC,"Shreveport, LA","Oklahoma City, OK",186
DCA,OKC,"Washington, DC","Oklahoma City, OK",511
GNV,OKC,"Gainesville, FL","Oklahoma City, OK",44
LIT,OKC,"Little Rock, AR","Oklahoma City, OK",129
CID,OKC,"Cedar Rapids, IA","Oklahoma City, OK",45
POB,OKC,"Fayetteville, NC","Oklahoma City, OK",87
XNA,OKC,"Fayetteville, AR","Oklahoma City, OK",46
LGA,OKC,"New York, NY","Oklahoma City, OK",246
PDX,OKC,"Portland, OR","Oklahoma City, OK",135
RIC,OKC,"Richmond, VA","Oklahoma City, OK",235
SJC,OKC,"San Jose, CA","Oklahoma City, OK",407
JFK,OKC,"New York, NY","Oklahoma City, OK",729
LAF,OKC,"Lafayette, IN","Oklahoma City, OK",88
TYS,OKC,"Knoxville, TN","Oklahoma City, OK",214
BWI,OKC,"Baltimore, MD","Oklahoma City, OK",37993
CLE,OKC,"Cleveland, OH","Oklahoma City, OK",13448
CLT,OKC,"Charlotte, NC","Oklahoma City, OK",118
JAC,OKC,"Jackson, WY","Oklahoma City, OK",328
MEM,OKC,"Memphis, TN","Oklahoma City, OK",51942
LNK,OKC,"Lincoln, NE","Oklahoma City, OK",462
OAK,OKC,"Oakland, CA","Oklahoma City, OK",344
LBB,OKC,"Lubbock, TX","Oklahoma City, OK",378
MCO,OKC,"Orlando, FL","Oklahoma City, OK",1008
MAF,OKC,"Midland, TX","Oklahoma City, OK",216
MSN,OKC,"Madison, WI","Oklahoma City, OK",19
JAN,OKC,"Jackson, MS","Oklahoma City, OK",50
PHX,OKC,"Phoenix, AZ","Oklahoma City, OK",125398
CAE,OKC,"Columbia, SC","Oklahoma City, OK",32
ICT,OKC,"Wichita, KS","Oklahoma City, OK",491
RDU,OKC,"Raleigh, NC","Oklahoma City, OK",370
AMA,OKC,"Amarillo, TX","Oklahoma City, OK",397
ROA,OKC,"Roanoke, VA","Oklahoma City, OK",45
SEA,OKC,"Seattle, WA","Oklahoma City, OK",861
COU,OKC,"Columbia, MO","Oklahoma City, OK",62
GPT,OKC,"Gulfport, MS","Oklahoma City, OK",124
CMH,OKC,"Columbus, OH","Oklahoma City, OK",227
BDL,OKC,"Hartford, CT","Oklahoma City, OK",122
MTJ,OKC,"Montrose, CO","Oklahoma City, OK",33
PHL,OKC,"Philadelphia, PA","Oklahoma City, OK",278
IND,OKC,"Indianapolis, IN","Oklahoma City, OK",72
SFO,OKC,"San Francisco, CA","Oklahoma City, OK",609
SBA,OKC,"Santa Barbara, CA","Oklahoma City, OK",22
SLC,OKC,"Salt Lake City, UT","Oklahoma City, OK",33181
CLL,OKC,"College Station, TX","Oklahoma City, OK",607
COS,OKC,"Colorado Springs, CO","Oklahoma City, OK",435
FLL,OKC,"Fort Lauderdale, FL","Oklahoma City, OK",156
PIT,OKC,"Pittsburgh, PA","Oklahoma City, OK",178
CVG,OKC,"Cincinnati, OH","Oklahoma City, OK",30526
FWA,OKC,"Fort Wayne, IN","Oklahoma City, OK",39
STL,OKC,"St. Louis, MO","Oklahoma City, OK",86888
GLH,OKC,"Greenville, MS","Oklahoma City, OK",14
DSM,OKC,"Des Moines, IA","Oklahoma City, OK",208
FSM,OKC,"Fort Smith, AR","Oklahoma City, OK",119
BHM,OKC,"Birmingham, AL","Oklahoma City, OK",179
AEX,OKC,"Alexandria, LA","Oklahoma City, OK",146
MDT,OKC,"Harrisburg, PA","Oklahoma City, OK",120
LAS,OKC,"Las Vegas, NV","Oklahoma City, OK",73033
MHK,OKC,"Manhattan, KS","Oklahoma City, OK",206
SAN,OKC,"San Diego, CA","Oklahoma City, OK",10667
LEX,OKC,"Lexington, KY","Oklahoma City, OK",62
BNA,OKC,"Nashville, TN","Oklahoma City, OK",330
RST,OKC,"Rochester, MN","Oklahoma City, OK",352
RIV,OKC,"Riverside, CA","Oklahoma City, OK",1050
NKX,OKC,"San Diego, CA","Oklahoma City, OK",98
LSV,TIK,"Las Vegas, NV","Oklahoma City, OK",23
EWR,OKC,"Newark, NJ","Oklahoma City, OK",15344
TUS,OKC,"Tucson, AZ","Oklahoma City, OK",232
PUB,OKC,"Pueblo, CO","Oklahoma City, OK",134
FOE,OKC,"Topeka, KS","Oklahoma City, OK",184
TOL,OKC,"Toledo, OH","Oklahoma City, OK",41
PIA,OKC,"Peoria, IL","Oklahoma City, OK",39
DAL,OKC,"Dallas, TX","Oklahoma City, OK",169615
DAY,OKC,"Dayton, OH","Oklahoma City, OK",115
DFW,OKC,"Dallas, TX","Oklahoma City, OK",304048
BOS,OKC,"Boston, MA","Oklahoma City, OK",425
LRD,OKC,"Laredo, TX","Oklahoma City, OK",140
DNE,TIK,"Dallas, TX","Oklahoma City, OK",43
FAT,OKC,"Fresno, CA","Oklahoma City, OK",138
AUS,OKC,"Austin, TX","Oklahoma City, OK",3131
TPA,OKC,"Tampa, FL","Oklahoma City, OK",420
AHN,OKC,"Athens, GA","Oklahoma City, OK",31
TUL,OKC,"Tulsa, OK","Oklahoma City, OK",693
MIA,OKC,"Miami, FL","Oklahoma City, OK",36
RNO,OKC,"Reno, NV","Oklahoma City, OK",680
ACT,OKC,"Waco, TX","Oklahoma City, OK",166
ALB,OKC,"Albany, NY","Oklahoma City, OK",1
DTW,SFO,"Detroit, MI","San Francisco, CA",189968
ORD,SFO,"Chicago, IL","San Francisco, CA",838438
MDW,SFO,"Chicago, IL","San Francisco, CA",108330
ELP,SFO,"El Paso, TX","San Francisco, CA",111
IAH,SFO,"Houston, TX","San Francisco, CA",340644
ATL,SFO,"Atlanta, GA","San Francisco, CA",592523
BZN,SFO,"Bozeman, MT","San Francisco, CA",1106
CVG,SFO,"Cincinnati, OH","San Francisco, CA",104843
STL,SFO,"St. Louis, MO","San Francisco, CA",84013
BLI,SFO,"Bellingham, WA","San Francisco, CA",11073
BHM,SFO,"Birmingham, AL","San Francisco, CA",65
SNA,SFO,"Santa Ana, CA","San Francisco, CA",176641
SAN,SFO,"San Diego, CA","San Francisco, CA",758173
LAS,SFO,"Las Vegas, NV","San Francisco, CA",916651
MKE,SFO,"Milwaukee, WI","San Francisco, CA",26105
NZY,SFO,"San Diego, CA","San Francisco, CA",54
PIT,SFO,"Pittsburgh, PA","San Francisco, CA",40181
PVD,SFO,"Providence, RI","San Francisco, CA",16
PHX,SFO,"Phoenix, AZ","San Francisco, CA",456121
SEA,SFO,"Seattle, WA","San Francisco, CA",699326
RDD,SFO,"Redding, CA","San Francisco, CA",30976
ICT,SFO,"Wichita, KS","San Francisco, CA",4
GEG,SFO,"Spokane, WA","San Francisco, CA",67
AMA,SFO,"Amarillo, TX","San Francisco, CA",158
HNL,SFO,"Honolulu, HI","San Francisco, CA",516306
MSO,SFO,"Missoula, MT","San Francisco, CA",316
MTJ,SFO,"Montrose, CO","San Francisco, CA",39
OGG,SFO,"Kahului, HI","San Francisco, CA",198071
MCO,SFO,"Orlando, FL","San Francisco, CA",52460
MEM,SFO,"Memphis, TN","San Francisco, CA",23322
OAK,SFO,"Oakland, CA","San Francisco, CA",3947
MFR,SFO,"Medford, OR","San Francisco, CA",61625
MOD,SFO,"Modesto, CA","San Francisco, CA",25609
HOU,SFO,"Houston, TX","San Francisco, CA",62
LNK,SFO,"Lincoln, NE","San Francisco, CA",122
FCA,SFO,"Kalispell, MT","San Francisco, CA",523
GRB,SFO,"Green Bay, WI","San Francisco, CA",149
SJC,SFO,"San Jose, CA","San Francisco, CA",1867
JFK,SFO,"New York, NY","San Francisco, CA",951467
PDX,SFO,"Portland, OR","San Francisco, CA",353068
LGA,SFO,"New York, NY","San Francisco, CA",55
SAV,SFO,"Savannah, GA","San Francisco, CA",2
BWI,SFO,"Baltimore, MD","San Francisco, CA",37397
CLE,SFO,"Cleveland, OH","San Francisco, CA",62791
ANC,SFO,"Anchorage, AK","San Francisco, CA",21195
CLT,SFO,"Charlotte, NC","San Francisco, CA",212885
BKL,SFO,"Cleveland, OH","San Francisco, CA",66
SLC,SFO,"Salt Lake City, UT","San Francisco, CA",240675
COS,SFO,"Colorado Springs, CO","San Francisco, CA",13462
SBP,SFO,"San Luis Obispo, CA","San Francisco, CA",34748
PHL,SFO,"Philadelphia, PA","San Francisco, CA",267122
OKC,SFO,"Oklahoma City, OK","San Francisco, CA",175
SFO,SFO,"San Francisco, CA","San Francisco, CA",272
JAX,SFO,"Jacksonville, FL","San Francisco, CA",120
IND,SFO,"Indianapolis, IN","San Francisco, CA",18870
CEC,SFO,"Crescent City, CA","San Francisco, CA",10377
SBA,SFO,"Santa Barbara, CA","San Francisco, CA",63297
LMT,SFO,"Klamath Falls, OR","San Francisco, CA",4335
EUG,SFO,"Eugene, OR","San Francisco, CA",97012
BOS,SFO,"Boston, MA","San Francisco, CA",396183
FAT,SFO,"Fresno, CA","San Francisco, CA",48559
DFW,SFO,"Dallas, TX","San Francisco, CA",463733
ACV,SFO,"Eureka, CA","San Francisco, CA",47848
DAL,SFO,"Dallas, TX","San Francisco, CA",3
FTW,SFO,"Dallas, TX","San Francisco, CA",144
RNO,SFO,"Reno, NV","San Francisco, CA",100042
AUS,SFO,"Austin, TX","San Francisco, CA",54247
MIA,SFO,"Miami, FL","San Francisco, CA",187801
RDM,SFO,"Bend, OR","San Francisco, CA",22397
CIC,SFO,"Chico, CA","San Francisco, CA",24759
TUL,SFO,"Tulsa, OK","San Francisco, CA",139
OMA,SFO,"Omaha, NE","San Francisco, CA",592
EWR,SFO,"Newark, NJ","San Francisco, CA",368354
TUS,SFO,"Tucson, AZ","San Francisco, CA",14141
GRI,SFO,"Grand Island, NE","San Francisco, CA",86
MCI,SFO,"Kansas City, MO","San Francisco, CA",36617
IAD,SFO,"Washington, DC","San Francisco, CA",516866
ABQ,SFO,"Albuquerque, NM","San Francisco, CA",21327
BFL,SFO,"Bakersfield, CA","San Francisco, CA",15539
SMF,SFO,"Sacramento, CA","San Francisco, CA",56765
BMI,SFO,"Bloomington, IL","San Francisco, CA",56
MKC,SFO,"Kansas City, MO","San Francisco, CA",4
SBN,SFO,"South Bend, IN","San Francisco, CA",148
SAT,SFO,"San Antonio, TX","San Francisco, CA",26634
MSP,SFO,"Minneapolis, MN","San Francisco, CA",347875
LAX,SFO,"Los Angeles, CA","San Francisco, CA",1438639
MSY,SFO,"New Orleans, LA","San Francisco, CA",157
NEW,SFO,"New Orleans, LA","San Francisco, CA",5
LAS,SBA,"Las Vegas, NV","Santa Barbara, CA",21807
SAN,SBA,"San Diego, CA","Santa Barbara, CA",8209
HVN,SBA,"New Haven, CT","Santa Barbara, CA",6
SNA,SBA,"Santa Ana, CA","Santa Barbara, CA",43
TUL,SBA,"Tulsa, OK","Santa Barbara, CA",17
SLN,SBA,"Salina, KS","Santa Barbara, CA",2
DFW,SBA,"Dallas, TX","Santa Barbara, CA",19752
FAT,SBA,"Fresno, CA","Santa Barbara, CA",62
SMF,SBA,"Sacramento, CA","Santa Barbara, CA",21381
BFL,SBA,"Bakersfield, CA","Santa Barbara, CA",27
LAX,SBA,"Los Angeles, CA","Santa Barbara, CA",90335
PDX,SBA,"Portland, OR","Santa Barbara, CA",16392
SJC,SBA,"San Jose, CA","Santa Barbara, CA",11692
SFO,SBA,"San Francisco, CA","Santa Barbara, CA",62669
SLC,SBA,"Salt Lake City, UT","Santa Barbara, CA",27089
SBP,SBA,"San Luis Obispo, CA","Santa Barbara, CA",66
MCO,SBA,"Orlando, FL","Santa Barbara, CA",21
PHX,SBA,"Phoenix, AZ","Santa Barbara, CA",69553
